pgpid,url,iiif_urls,fragment_urls,shelfmark,multifragment,side,region,type,tags,description,scholarship_records,shelfmarks_historic,languages_primary,languages_secondary,language_note,doc_date_original,doc_date_calendar,doc_date_standard,inferred_date_display,inferred_date_standard,inferred_date_rationale,inferred_date_notes,initial_entry,last_modified,input_by,library,collection,has_transcription,has_translation,notes,needs_review,status,url_admin
2096,https://geniza.princeton.edu/documents/2096/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00013 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-00020-00092,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00013/1 ; https://cudl.lib.cam.ac.uk/view/MS-TS-00020-00092/1,T-S 8J4.13 + T-S 20.92,,,,Legal document,"Damascus, testimony, mazalim, Petition, State, expropriation, mahdar, gizbar","Three unsigned court depositions. Location: Damascus. Dating: July 1094 CE and March 1095 CE. They have to do with properties owned by the Zawbaʿa (""Tempest"") family. The elder brother was named ʿUthmān b. Yefet. The second brother was Maṣliaḥ b. Yefet known as ha-Gizbar (""the Treasurer""), i.e., he was a government officer. (This Maṣliaḥ is also known from Megillat Evyatar as the man who brought up David b. Daniel b. ʿAzarya.) There were two tyrannical governors in Damascus: Ḥaydara Ibn Manzū (r.1063–64) and Muʿallā Ibn Manzū (r.1068–69). One of these expropriated the property of Maṣliaḥ in the Dār Quzmān neighborhood (near the eastern gate of Damascus, in the Jewish quarter), and the two brothers Maṣliaḥ and ʿUthmān fled the city for Egypt. Some 25 years later, Yefet the son of Maṣliaḥ returned to his birthplace and sued to regain the property abandoned by his father and uncle. In the meantime, another uncle had moved into one of the houses, encroaching beyond the border of the neighboring property owned by his wife. The uncle insisted on bringing the case to the Muslim courts, and Yefet b. Maṣliaḥ here testifies that he was compelled to go to the Muslim courts and did not want to. (Information from Goitein's edition.)","S. D. Goitein, ""Documents from Damascus and Tyre concerning buildings belonging to Jews‎"" (in Hebrew), Eretz Israel‎ 8 (1967). ; S. D. Goitein, index cards.","TS Box 8 J 4, f. 13; TS 8 J 4, fol. 13; TS Box 8 J 4, fol. 13; TS 8 J 4, f. 13",Judaeo-Arabic,,,,,1094/1095,,,,,1989-12-22 05:00:00+00:00,2022-09-23 11:21:53.701862+00:00,Alan Elbaum ; Amir Ashur ; Emily Silkaitis ; Geniza Lab team ; Nurit Tsafrir,CUL ; CUL,"CUL, T-S ; CUL, T-S",Y,N,"Notes from PGPID 2095:
Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing",,Public,https://geniza.princeton.edu/admin/corpus/document/2096/change/
2098,https://geniza.princeton.edu/documents/2098/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00014,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00014,T-S 8J4.14,,,c,Legal document,"trade, silk, court record, Partnership, perfume","Legal document. Court record (copy). This document concerns the settlement of an account between Abū al-Mufaḍḍal Netanel b. Yefet and Abū al-Ḥasan Ṭoviyya b. Avraham ha-Levi. Netanel brought a court-validated document specifying that  Ṭoviyya owed him 65 dinars. Ṭoviyya claimed that he sent the amount in various commodities (15 pounds of silk worth 15 dirhams, and fragrances worth 15 dinars, in addition to kābulī murabbā (preserve of chebulic myrobalan), as well as 10 dinars in cash) by means of the agent Abū al-Faraj to be sold in Tunisia. It is unclear whether the 65 dinars is a partnership account or a debt owed Netanel by Ṭoviyya. However, that the commodities were sent to be sold in Tunisia (see T-S 8J4.9) suggests that Ṭoviyya has a financial interest in the sale. Depositing the funds with Abū al-Faraj, Netanel and Ṭoviyya have contracted a partnership of sorts for repayment of Ṭoviyya's debt. Lieberman speculates that the Abū al-Faraj al-Wakīl mentioned here may have been Abū al-Faraj Yeshu‘a b. Isma‘īl al-Maghribī, a well-known Tunisian merchant from the late 11th century (see T-S 12.566, PGPID 3181; and T-S 10J20.7, PGPID 2953). A draft copy of this document also exists; see (see T-S 8J4.9, PGPID 2128. (Information from Lieberman, ""A Partnership Culture"", 177).","Phillip Ackerman-Lieberman, ""A Partnership Culture:  Jewish Economic and Social Life Seen Through the Legal Documents of the Cairo Geniza"" (2007). ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS Box 8 J 4, fol. 14; TS 8 J 4, fol. 14; TS Box 8 J 4, f. 14; TS 8 J 4, f. 14",Judaeo-Arabic,,,,,,,,,,1990-06-20 04:00:00+00:00,2022-09-23 11:23:10.917756+00:00,Alan Elbaum ; Amir Ashur ; Emily Silkaitis ; Ilana Newman ; Marina Rustow ; Nurit Tsafrir,CUL,"CUL, T-S",Y,Y,There is a transcription in Goitein's notes that should be digitized.,,Public,https://geniza.princeton.edu/admin/corpus/document/2098/change/
2101,https://geniza.princeton.edu/documents/2101/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00015,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00015,T-S 8J4.15,,,b,Legal document,"Alexandria, Aleppo, Tyre, testimony","Lengthy testimony. Dated: Thursday, 21 Av 1490 Seleucid = 22 July 1098 CE. Describing that at the time of arrival of the ships from the West in Alexandria, Shelomo b. Hillel from Aleppo and ʿAmram b. Yosef from Tyre had a dispute regarding 4 dinars, which was settled after the intervention of colleagues. Signed by Yiṣḥaq b. Shemuel; Nissim b. Nahray ha-Rav; and Hillel b. ʿEli. (Information from Goitein's index cards.) EMS","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS Box 8 J 4, fol. 15; TS 8 J 4, f. 15; TS Box 8 J 4, f. 15; TS 8 J 4, fol. 15",Judaeo-Arabic,,,"Thursday, 21 Av 1490",Seleucid,1098-07-22,,,,,1990-06-20 04:00:00+00:00,2023-01-13 08:13:24.155535+00:00,Alan Elbaum ; Amir Ashur ; Marina Rustow ; Nurit Tsafrir,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/2101/change/
2102,https://geniza.princeton.edu/documents/2102/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00016,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00016,T-S 8J4.16,,recto,,Legal document,,"Legal document describing that Avraham b. Moshe and Shelomo ha-Kohen al-Bilbaysi dissolve their business and proposed family relations. Shelomo still owes 12 dinars, of which he pays six in cash and for securities he gives ‘khanaqa’ (a gold necklace). Signed be Yiṣḥaq b. Shemu'el. Dated 24 Shevat 1100 (= February 1100). (Information from Goitein's index cards) EMS","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 8 J 4, fol. 16; TS Box 8 J 4, f. 16; TS Box 8 J 4, fol. 16; TS 8 J 4, f. 16",Judaeo-Arabic,,,24th Shevat 1411,Seleucid,1100-02-06,,,,,1990-06-20 04:00:00+00:00,2024-02-11 11:08:45.555749+00:00,Marina Rustow ; Moshe Yagur ; Nurit Tsafrir,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/2102/change/
2104,https://geniza.princeton.edu/documents/2104/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00016,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00016,T-S 8J4.16,,verso,,Legal document,,"Legal document concerning the miller Yefet b. Eli, who undertakes payment of two dinars to his divorced wife, which he still owes her, in monthly installments. Sigend by Yiṣḥaq b. Shemu'el. Payments should start on 1st of Nisan 1411 Sel. (March 1100 CE) so the document precedes it. (Information from Goitein's index cards) EMS","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 8 J 4, fol. 16; TS Box 8 J 4, f. 16; TS Box 8 J 4, fol. 16; TS 8 J 4, f. 16",Judaeo-Arabic,,,Nisan 1411,Seleucid,1100-03,,,,,1990-06-20 04:00:00+00:00,2024-02-11 11:11:48.094532+00:00,Amir Ashur ; Marina Rustow ; Moshe Yagur ; Nurit Tsafrir,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/2104/change/
2106,https://geniza.princeton.edu/documents/2106/,https://cudl.lib.cam.ac.uk//iiif/MS-TS-00008-J-00004-00018,,T-S 8J4.18,,,,Legal document,"Marriage, marital reconciliation","Fol. 2r: Deed regarding alimony provided by a husband for his wife in Tyre, while he travels to Egypt. The husband will provide wheat, oil, fuel, cash and service to his wife. Location: Tyre or Tripoli, Lebanon. Dated: Tishrei 5863 AM = September/October 1102 CE. Hand of the same scribe as UPenn E 16516 (PGPID 2296).","Moshe Gil, Palestine During the First Muslim Period (634–1099)‎ (in Hebrew) (1983), vol. 3. ; S. D. Goitein, ""Tyre-Tripoli-'Arqa: Geniza Documents from the Beginning of the Crusader Period,"" Jewish Quarterly Review 66, no. 2 (1975). ; S. D. Goitein, index cards.","TS 8 J 4, fol. 18; TS Box 8 J 4, f. 18; TS Box 8 J 4, fol. 18; T-S 8J4.18.1; TS 8 J 4, f. 18",Judaeo-Arabic,,,Tishrei 4863,Anno Mundi,1102-09-15/1102-10-14,,,,,1987-10-15 04:00:00+00:00,2024-02-04 06:40:42.277977+00:00,Alan Elbaum ; Catherine Beaumont,CUL,"CUL, T-S",Y,Y,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/2106/change/
2107,https://geniza.princeton.edu/documents/2107/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00019 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-00012-00528,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00019 ; https://cudl.lib.cam.ac.uk/view/MS-TS-00012-00528,T-S 8J4.19 + T-S 12.528,,,,Legal document,"flax, testimony, sale","Bill of release. Location: Minyat Zifta. Dated: Monday, 23 Ṭevet 4864 AM, which is 24 December 1103 CE. Shelomo b. Yiṣḥaq ha-Kohen had sent with Yāsīn Ibn al-Khabbāza a bale of flax and empowered Abū ʿAlī b. Fahd (al-wakil), known as Ibn Khulayf, to sell it. Abu Bishr Shelomo b. Furqan  al-Kohen was present and reported the price garnered for it. One qintar belonged to Yiṣḥaq b. Yehuda. (Information from S. D. Goitein, Mediterranean Society, 1:188, 446; Med Soc 2:532, n. 41; Goitein’s index cards; and Norman Golb, “Topography of Jews of Medieval Egypt,” JNES, 33 (1974), 145.) EMS","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 8 J 4, f. 19; TS Box 8 J 4, fol. 19; TS 8 J 4, fol. 19; TS Box 8 J 4, f. 19",Judaeo-Arabic,,,"Monday, 23 Ṭevet 4864",Anno Mundi,1103-12-24,,,,,1990-06-23 04:00:00+00:00,2022-09-23 11:30:32.801877+00:00,Alan Elbaum ; Amir Ashur ; Marina Rustow ; Nurit Tsafrir,CUL ; CUL,"CUL, T-S ; CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/2107/change/
2108,https://geniza.princeton.edu/documents/2108/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00001,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00001/1,T-S 8J4.1,,,b,Legal document,,"Legal document. Shemuel b. Moshe b. Sahl brings Menashshe b. Yaʿaqov b. al-Nihmi to court. The latter promises to pay him one and one-fourth dinars until Iyyar 1028 CE; he owed him three and one-eighth dinars. (Information from Goitein's index cards) EMS. Alternate description: 2r: Release from debt by Samuel b. Moses b. Sahl for Menashshe b. Jacob Ibn al-Nihmī, 1339 of the Seleucid Era (= 1028 CE) in Fusṭāṭ. (Information from CUDL.)","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS Box 8 J 4, fol. 1; TS 8 J 4, f. 1; TS Box 8 J 4, f. 1; TS 8 J 4, fol. 1",Judaeo-Arabic,,,1339,Seleucid,1027/1028,,,,,1990-06-17 04:00:00+00:00,2022-09-23 11:31:18.681578+00:00,Alan Elbaum ; Amir Ashur ; Nurit Tsafrir,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/2108/change/
2111,https://geniza.princeton.edu/documents/2111/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00021,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00021,T-S 8J4.21,,,,Legal document,"Partnership, estate","Legal document. Inventory of estate. Dated: August 1108. Location: Cairo. Signed by Abraham b. Ḥalfōn b. Abraham and Isaac b. Abraham. Eleazar b. Araḥ assumes management of his father’s estate (including a shop) on behalf of his widowed mother and his brother, a youth. The valuation of the store one is in total 11.5 dinars (including 169 dirhams, rose marmalade, sugar, honey, and ""potions""). His brother’s share, 5.75 dinars, is to be loaned to Eleazar for his investment or other use. There is no discussion of profit or loss sharing. Eleazar is charged with sustaining the widow and boy from assets that have been set aside for the purpose and upon which he has no claim. (Information from Lieberman, ""A Partnership Culture,"" 179)","Phillip Ackerman-Lieberman, ""A Partnership Culture:  Jewish Economic and Social Life Seen Through the Legal Documents of the Cairo Geniza"" (2007). ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 8 J 4, f. 21; TS 8 J 4, fol. 21; TS Box 8 J 4, f. 21; TS Box 8 J 4, fol. 21",Judaeo-Arabic,,,"Thursday, 27 Av 1419",Seleucid,1108-08,,,,,1990-06-24 04:00:00+00:00,2022-06-28 21:18:54.784376+00:00,Ilana Newman ; Nurit Tsafrir,CUL,"CUL, T-S",Y,Y,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/2111/change/
2115,https://geniza.princeton.edu/documents/2115/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00023,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00023,T-S 8J4.23,,,b,Legal document,register,"Court record concerning the claims of Avraham ha-Levi b. Toviah, later referred to as Abu Ishaq b. Tiban, who has received 34 out of the past-due 68 dinars owed to him by Abu al-Faraj b. Ma’mar. 1108-9 CE. (Information from Goitein's index cards) EMS","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 8 J 4, fol. 23; TS 8 J 4, f. 23; TS Box 8 J 4, fol. 23; TS Box 8 J 4, f. 23",Judaeo-Arabic,,,,,,,,,,1990-06-24 04:00:00+00:00,2022-09-23 11:33:48.639540+00:00,Amir Ashur ; Marina Rustow ; Nurit Tsafrir,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/2115/change/
2117,https://geniza.princeton.edu/documents/2117/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00023,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00023,T-S 8J4.23,,,d,Legal document,,"Fol. 2v: Entry in a court notebook detailing that Sitt al-Milāḥ bt. Efrayim ha-Levi Rosh ha-Qahal (""the fairest of the fair""), the (ex-?)wife of Sason b. Yefet, sells part of her trousseau, each item specified, to pay for repairs on a house belonging to her in the al-Khandaq quarter. Dated: Thursday, 21 Elul 1421 Seleucid = 8 September 1110 CE. Written and signed by Avraham b. Natan Av. Also signed by Ḥalfon b. Yosef. (Information from Goitein's index cards.) EMS","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 8 J 4, fol. 23; TS 8 J 4, f. 23; TS Box 8 J 4, fol. 23; TS Box 8 J 4, f. 23",Judaeo-Arabic,,,"Thursday, 21 Elul 1421",Seleucid,1110-09-08,,,,,1990-06-24 04:00:00+00:00,2022-09-23 11:35:54.906149+00:00,Alan Elbaum ; Amir Ashur ; Marina Rustow ; Nurit Tsafrir,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/2117/change/
2119,https://geniza.princeton.edu/documents/2119/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00025,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00025,T-S 8J4.25,,verso,,Legal document,communal,"Verso: Legal memorandum submitted by Avraham b. Shemaʿya to Avraham (b. Natan) (""Foundation of the Yeshiva""). He reports that Yosef and his wife appeared before the court, and the wife appointed the elder Abū Sahl ʿAṭiyya as her agent to sue her husband on her behalf. (Information from Goitein's index card). EMS","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS Box 8 J 4, fol. 25; TS 8 J 4, fol. 25; TS Box 8 J 4, f. 25; TS 8 J 4, f. 25",Judaeo-Arabic,,,,,,,,,,1990-06-24 04:00:00+00:00,2022-10-01 09:57:54.785906+00:00,Alan Elbaum ; Amir Ashur ; Emily Silkaitis ; Nurit Tsafrir,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/2119/change/
2120,https://geniza.princeton.edu/documents/2120/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00008-J-00004-00002,https://cudl.lib.cam.ac.uk/view/MS-TS-00008-J-00004-00002,T-S 8J4.2,,verso,,Legal document,,"Arbitration after the breaking off of a betrothal. A board of arbitration, consisting of four prominent citizens, decided that the brother of the bride, Tarib (Avraham, known as Abu Tarib) had to pay the groom nine of the fifteen dinars paid as a first installment of the marriage gift. Tarib also renounces any future claims of himself, his mother and sister might raise against the groom and his brother. December 22 1026.","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS Box 8 J 4, f. 2; TS Box 8 J 4, fol. 2; TS 8 J 4, f. 2; TS 8 J 4, fol. 2",Judaeo-Arabic,,,,,,,,,,1990-06-18 04:00:00+00:00,2022-10-01 09:59:02.689137+00:00,Amir Ashur ; Nurit Tsafrir,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/2120/change/
